            Daily  Hourly data -->
   Date     Total    0   1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23
25-MAY-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
24-MAY-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
23-MAY-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
22-MAY-2005     1    0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0
21-MAY-2005    22    0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   2   3   4   7   3   1   0   0   0
20-MAY-2005    28    0   0   0   0   0   0   0   1  13   2   0   0   0   2   4   1   1   3   1   0   0   0   0   0
19-MAY-2005    17    0   0   0   0   0   0   0   0   0   0   0   0   4   0   0   2   7   4   0   0   0   0   0   0
18-MAY-2005    71   11   8   9  10   8   0   0   0   0   0   0   0   1   4   2   5   4   0   0   0   3   1   5   0
17-MAY-2005    14    0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   2   2   3   1   0   1   2   0
16-MAY-2005    76    1  35   7   0   0   0   1   0   0   0   1   0   0   0  21  10   0   0   0   0   0   0   0   0
15-MAY-2005    17    9   1   2   0   2   0   0   1   0   0   2   0   0   0   0   0   0   0   0   0   0   0   0   0
14-MAY-2005     6    2   4   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
13-MAY-2005    10    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   8   1
12-MAY-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
11-MAY-2005     1    0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
10-MAY-2005    58    9   7   7  12   8   4   3   1   1   1   0   0   0   0   0   0   4   0   0   1   0   0   0   0
09-MAY-2005    60    0   0   0   0   9  13   4   3   3   0   3   4   1   0   0   0   0   0   1   4   6   3   6   0
08-MAY-2005    18    0   0   0   0   3   7   0   0   1   0   0   0   0   0   0   0   7   0   0   0   0   0   0   0
07-MAY-2005     3    0   0   0   0   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
06-MAY-2005     1    0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
05-MAY-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
04-MAY-2005    45    0   0   0   3   2   2   1   1   0   0   0   0   0   0   1   0   0   0   1  34   0   0   0   0
03-MAY-2005    11    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   7   4   0
02-MAY-2005     4    2   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0   0   0   0   0   0   0   0   0
01-MAY-2005    20    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  11   9   0
30-APR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
29-APR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
28-APR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
27-APR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
26-APR-2005     1    0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0
25-APR-2005    42    1   7   8   5   4   6   6   3   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
24-APR-2005     4    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   1   1   0   0   0   0
23-APR-2005    17    0   0   0   0   0   0   0   0   1   4   2   2   1   0   1   2   3   1   0   0   0   0   0   0
22-APR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
21-APR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
20-APR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
19-APR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
18-APR-2005     7    0   1   2   1   0   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
17-APR-2005    21    0   0   0   0   0   0   0   0   0   1   0   0   0   0  14   3   1   2   0   0   0   0   0   0
16-APR-2005    41    0   0   0   6   9   2   6   6  10   1   0   1   0   0   0   0   0   0   0   0   0   0   0   0
15-APR-2005    29    0   0   0   0   0   0   0   0   0   4   2   2   0   0   1   4   6   2   1   0   2   4   1   0
14-APR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
13-APR-2005    14    0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   7   6   0   0   0
12-APR-2005    31    0   0   0   0   1   3   0   1   0   1   0   1   3   0   0   0   0   0   1  20   0   0   0   0
11-APR-2005     7    1   3   0   0   0   0   0   0   0   0   0   1   2   0   0   0   0   0   0   0   0   0   0   0
10-APR-2005    31    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   2   6   4   4   5   6   1
09-APR-2005     9    0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   6   1   0   0   0   0   0   0   0
08-APR-2005     1    0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0
07-APR-2005    30    0   0   0   0   0   0   0   4   1   4   7   5   4   0   1   4   0   0   0   0   0   0   0   0
06-APR-2005     1    0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
05-APR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
04-APR-2005     2    0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   1   0   0   0   0   0   0   0   0
03-APR-2005    22    0   0   0   0   0   3   2   1   2   1   0   0   0   0   0   0   7   1   5   0   0   0   0   0
02-APR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
01-APR-2005    14    0   0   1   0   5   4   1   2   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
31-MAR-2005     1    0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
30-MAR-2005     1    0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0
29-MAR-2005    24   12   4   0   0   2   1   0   0   0   3   0   0   1   0   0   0   0   0   0   0   0   1   0   0
28-MAR-2005    44    0   1   0   0   1   3   0   0   0   2  12   4   3   0   0   1   0   0   2   5   4   1   4   1
27-MAR-2005   135   20  12  14  12  12   9  12   7   0   4   6   3   1   0   2   3   2   1  15   0   0   0   0   0
26-MAR-2005   146    2   6   9   6   6   0   0   8   6   5   1   4   2   3   5   7  11   9  12  11  11   7   3  12
25-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
24-MAR-2005     1    0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
23-MAR-2005    18    0   0   0   0   0   0   0   3   4   0   1   5   1   0   0   1   1   0   1   1   0   0   0   0
22-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
21-MAR-2005     4    3   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
20-MAR-2005    12    1   1   0   0   0   0   0   0   0   0   0   0   1   0   0   6   3   0   0   0   0   0   0   0
19-MAR-2005    55    0   0   0   1   3   5   0   1   5   7   6  10   8   1   0   0   0   1   3   0   0   0   4   0
18-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
17-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
16-MAR-2005    30    0   0   0   0   0   0   0   0   0   0   0   0   0   0   3   8  11   8   0   0   0   0   0   0
15-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
14-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
13-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
12-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
11-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
10-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
09-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
08-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
07-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
06-MAR-2005     1    0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
05-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
04-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
03-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
02-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
01-MAR-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
28-FEB-2005    22    0   0   0   3   3   0   0   0   0   1   0   0   0   0   0   1   1   0   0   4   7   2   0   0
27-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
26-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
25-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
24-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
23-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
22-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
21-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
20-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
19-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
18-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
17-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
16-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
15-FEB-2005     1    0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
14-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
13-FEB-2005     9    0   0   0   0   0   0   1   0   0   0   0   0   0   0   1   7   0   0   0   0   0   0   0   0
12-FEB-2005    12    0   0   0   0   0   0   2   1   4   1   1   0   0   0   1   1   0   0   0   0   1   0   0   0
11-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
10-FEB-2005     1    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
09-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
08-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
07-FEB-2005     1    0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
06-FEB-2005    65    2   1   0   1   2   1   3   2   5   5   2   4   8   8   3   5   7   3   1   1   0   0   1   0
05-FEB-2005     2    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0   0
04-FEB-2005     5    0   0   0   0   0   1   0   0   0   0   1   0   1   0   0   2   0   0   0   0   0   0   0   0
03-FEB-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
02-FEB-2005     1    0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
01-FEB-2005     1    0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
31-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
30-JAN-2005     1    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
29-JAN-2005     3    0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   1   0   0   0   0   1   0   0   0
28-JAN-2005    45    0   0   0   0   0   0   0   0   0   1   0   0   0   0   5  10   1   0   0   1   5  11  11   0
27-JAN-2005     3    0   0   0   0   1   0   0   0   0   1   0   0   0   0   0   0   0   0   1   0   0   0   0   0
26-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
25-JAN-2005     2    0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0
24-JAN-2005     2    0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
23-JAN-2005     1    0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
22-JAN-2005     2    0   0   1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
21-JAN-2005     1    0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
20-JAN-2005     2    0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0
19-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
18-JAN-2005    16    1   0   0   0   5  10   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
17-JAN-2005    73    0   0   0   0   0   2   0   0   5  11   3   2   1   3   3   4   6   6   5   3   2   4  13   0
16-JAN-2005    25    0   0   0   0   0   0   0   0   0   0   0   0   1   2  22   0   0   0   0   0   0   0   0   0
15-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
14-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
13-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
12-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
11-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
10-JAN-2005     3    3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
09-JAN-2005     2    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   1   0   0   0   0
08-JAN-2005     2    0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0
07-JAN-2005    25    0   0   0   0   0   1   1   4   4   1   1   1   1   0   0   0   0   1   5   4   1   0   0   0
06-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
05-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
04-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
03-JAN-2005     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
02-JAN-2005     6    0   0   1   3   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
01-JAN-2005     7    0   0   0   0   0   1   2   0   0   1   0   1   1   1   0   0   0   0   0   0   0   0   0   0
31-DEC-2004    70    0   0   0   0   0   0   0   0   0   0   0   1   6   2   1   7  18  16  10   8   1   0   0   0
30-DEC-2004     2    0   0   0   0   0   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
29-DEC-2004    10    0   0   0   0   1   0   2   2   2   0   1   1   1   0   0   0   0   0   0   0   0   0   0   0
28-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
27-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
26-DEC-2004    13    3   9   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
25-DEC-2004    33    0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   5   2   1   3   1   3   9   5   0
24-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
23-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
22-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
21-DEC-2004     7    0   0   0   0   0   0   0   0   0   0   0   1   2   2   0   0   1   0   0   0   1   0   0   0
20-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
19-DEC-2004     1    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0
18-DEC-2004     1    0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0
17-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
16-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
15-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
14-DEC-2004     5    0   0   0   2   2   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
13-DEC-2004    41    0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   1   2   6  14  14   2   0   1   0
12-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
11-DEC-2004    23    3   1   9   4   3   0   1   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
10-DEC-2004    11    1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   2   1   3   1   0   0   2   0
09-DEC-2004    26    0   0   1   0   0   0   0   0   0   0   0   1   1   0   0   4   5   4   0   0   2   4   4   0
08-DEC-2004    53   13  15   8   0   0   0   0   7   9   0   0   0   0   0   0   0   0   0   1   0   0   0   0   0
07-DEC-2004    62    2   2   0   1   1   0   0   1   3   0   1   7   7   7   2   4   4   2   1   4   2   6   5   0
06-DEC-2004    19    0   2   7   0   1   3   0   0   1   0   0   0   0   0   0   0   0   0   0   0   1   3   1   0
05-DEC-2004     8    0   4   0   1   0   0   0   0   0   0   0   0   0   1   2   0   0   0   0   0   0   0   0   0
04-DEC-2004    14    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   3   3   3   2   1   0
03-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
02-DEC-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
01-DEC-2004     2    1   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
30-NOV-2004     4    0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   2   0   0   0   1   0   0   0
29-NOV-2004    16    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   4   0   3   8   1
28-NOV-2004     1    0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
27-NOV-2004     5    0   0   0   3   1   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
26-NOV-2004     1    1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
25-NOV-2004    15    3   4   3   5   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
24-NOV-2004     2    0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0
23-NOV-2004    10    0   0   0   0   0   0   1   0   0   0   0   0   0   2   3   2   1   1   0   0   0   0   0   0
22-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
21-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
20-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
19-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
18-NOV-2004    22    0   6  12   2   1   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
17-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
16-NOV-2004     1    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   0   0   0
15-NOV-2004    27    0   0   0   0   0   0   0   1   0   1   7   6   2   1   4   3   1   1   0   0   0   0   0   0
14-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
13-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
12-NOV-2004     1    0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
11-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
10-NOV-2004     3    0   0   0   0   0   0   0   0   0   1   2   0   0   0   0   0   0   0   0   0   0   0   0   0
09-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
08-NOV-2004     1    0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
07-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
06-NOV-2004     1    0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
05-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
04-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
03-NOV-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
02-NOV-2004    72    0   0   0   0   0   0   1   0  24   8   8   6   6   8   8   3   0   0   0   0   0   0   0   0
01-NOV-2004    18    0   0   0   0   1   3   6   1   0   0   0   0   2   2   2   1   0   0   0   0   0   0   0   0
31-OCT-2004     5    0   3   1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
30-OCT-2004    28    5   8   0   0   0   3   0   0   0   1   3   0   0   1   0   6   1   0   0   0   0   0   0   0
29-OCT-2004     2    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   0
28-OCT-2004     6    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   2   0   1   1   0   0   1   0
27-OCT-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
26-OCT-2004    14    0   0   0   0   1   0   0   0   0   0   2   2   3   2   0   0   0   1   2   1   0   0   0   0
25-OCT-2004    35    0   0   0   0   0   0   0   0   0   0   0   0   0   4   5   4   4   1   9   4   1   3   0   0
24-OCT-2004     1    0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
23-OCT-2004    17    0   2   1   0   0   0   0   0   0   0   0   0   8   6   0   0   0   0   0   0   0   0   0   0
22-OCT-2004     2    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   1   1   0   0   0   0   0   0   0
21-OCT-2004     7    0   0   0   0   0   0   3   1   3   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
20-OCT-2004     2    1   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
19-OCT-2004    23    1   2   5   6   4   2   0   0   0   1   0   0   2   0   0   0   0   0   0   0   0   0   0   0
18-OCT-2004    18    1   0   0   0   1   0   0   1   0   0   0   0   1   0   1   2   2   1   1   4   2   1   0   0
17-OCT-2004    24    0   1   3   1   5   6   2   2   2   0   0   0   0   0   0   0   1   0   1   0   0   0   0   0
16-OCT-2004     8    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   2   6   0
15-OCT-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
14-OCT-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
13-OCT-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
12-OCT-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
11-OCT-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
10-OCT-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
09-OCT-2004     1    0   0   0   0   0   0   0   0   1   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
08-OCT-2004    64    0   0   0   0   7   9   1   0   0   0   5   2   3   7   5   5   8   5   6   1   0   0   0   0
07-OCT-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
06-OCT-2004    16    3   5   6   2   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
05-OCT-2004    17    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0  12   0   5   0
04-OCT-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
03-OCT-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
02-OCT-2004     0    0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0   0
